GCF_019137555.1; 1939917; 56315; .67306 
GCF_019134815.1; 1939538; 56985; .67285 
GCF_019134835.1; 1940043; 56805; .67306 
GCF_019137575.1; 1940098; 56650; .67307 
GCF_019134695.1; 5508563; 156915; .42793 
GCF_019139535.1; 5665846; 136825; .35255 
GCF_019139675.1; 5902288; 141965; .36224 
GCF_019139795.1; 6383924; 155835; .40140 
GCF_019164215.1; 3857160; 106325; .58427 
GCF_019175445.1; 2738565; 71690; .61774 
GCF_019175425.1; 2967946; 78275; .61798 
GCF_019163475.1; 4072568; 109910; .53394 
GCF_019175405.1; 3090156; 78810; .53611 
GCF_019139835.1; 6136782; 147550; .36159 
GCF_019141545.1; 4179235; 113520; .33961 
GCF_019182265.1; 1904379; 56090; .67283 
GCF_019139815.1; 6259707; 154605; .39667 
GCF_019175525.1; 2740691; 71510; .61599 
GCF_019175505.1; 2911519; 75470; .62719 
GCF_019139875.1; 6235887; 150930; .40368 
GCF_019175465.1; 2929463; 76115; .61844 
GCF_019139895.1; 6300758; 151050; .36075 
GCF_019139855.1; 7051664; 171985; .37512 
GCF_019141525.1; 6465358; 157095; .39408 
GCF_019175485.1; 4362235; 153595; .60217 
GCF_019186805.1; 5031599; 125475; .40507 
GCF_019195415.1; 3018465; 79140; .62301 
GCF_019192625.1; 4670585; 151455; .49236 
GCF_019175365.1; 9204086; 218945; .28173 
GCF_019192645.1; 4293983; 115500; .60489 
GCF_019203145.1; 2852157; 73740; .61460 
GCF_019195435.1; 3108277; 83455; .32946 
GCF_019203185.1; 2825037; 75675; .68437 
GCF_019211805.1; 2220083; 66190; .47458 
GCF_019211845.1; 2226888; 66675; .47466 
GCF_019203965.1; 3451835; 91825; .29927 
GCF_019203165.1; 4600653; 117860; .36361 
GCF_019211785.1; 3415088; 85555; .55396 
GCF_019211825.1; 2231458; 66685; .47500 
GCF_019211765.1; 3388319; 84785; .55363 
GCF_019211865.1; 2270430; 68205; .47607 
GCF_019211725.1; 3959639; 103610; .39872 
GCF_019203205.1; 5116784; 120375; .38394 
GCF_019203945.1; 5091082; 141400; .44729 
GCF_019211885.1; 2228545; 65675; .47465 
GCF_019211745.1; 5005785; 158850; .49256 
GCF_019212025.1; 2227517; 66435; .47479 
GCF_019212165.1; 2289931; 68600; .47692 
GCF_019222685.1; 2602731; 72600; .66893 
GCF_019222705.1; 2808344; 72540; .61954 
GCF_019222725.1; 5020679; 146405; .48375 
GCF_019222745.1; 4028037; 109405; .53415 
GCF_019242955.1; 4239065; 116570; .49611 
GCF_019242835.1; 4314717; 120960; .49609 
GCF_019226825.1; 4927878; 126020; .49824 
GCF_019243165.1; 4199930; 115300; .49580 
GCF_019243055.1; 4365247; 121030; .49702 
GCF_019222805.1; 6303711; 176165; .43506 
GCF_019243235.1; 4412128; 122585; .49690 
GCF_019243335.1; 4425443; 123175; .49840 
GCF_019243775.1; 3910098; 109025; .48864 
GCF_019222765.1; 9171776; 224855; .33581 
GCF_019243605.1; 4197703; 117745; .49560 
GCF_019243485.1; 4393224; 123315; .49746 
GCF_019263785.1; 3344007; 84415; .27782 
GCF_019243695.1; 4423643; 122680; .49836 
GCF_019263765.1; 3448219; 86485; .28015 
GCF_019243435.1; 4392952; 122740; .49630 
GCF_019263805.1; 4180636; 94885; .69050 
GCF_019264705.1; 2381300; 67170; .58666 
GCF_019252525.1; 5882394; 156015; .46225 
GCF_019272915.1; 3186548; 88870; .67077 
GCF_019272935.1; 4062616; 113315; .55545 
GCF_019278445.1; 2861948; 72030; .68357 
GCF_019278465.1; 2890836; 72640; .68245 
GCF_019264725.1; 4875585; 126765; .36859 
GCF_019278425.1; 4244881; 100625; .67777 
GCF_019278505.1; 4243203; 96915; .69082 
GCF_019278485.1; 4437639; 101085; .69092 
GCF_019278525.1; 4313556; 97170; .69026 
GCF_019278545.1; 4520349; 110420; .66837 
GCF_019285595.1; 1935933; 58410; .60176 
GCF_019285535.1; 3267659; 85200; .36814 
GCF_019285575.1; 3336638; 88230; .36838 
GCF_019278565.1; 4652270; 107530; .64840 
GCF_019278585.1; 4691707; 109900; .64929 
GCF_019285555.1; 3641552; 95585; .36839 
GCF_019285515.1; 4103482; 110310; .36887 
GCF_019285675.1; 4731239; 116140; .34081 
GCF_019285615.1; 4386773; 121800; .53886 
GCF_019285735.1; 4277744; 103625; .39560 
GCF_019285775.1; 4335870; 107820; .31848 
GCF_019285655.1; 6637076; 159850; .39508 
GCF_019286375.1; 5866841; 166090; .43266 
GCF_019285695.1; 6445172; 269905; .59653 
GCF_019286455.1; 6007662; 170275; .43214 
GCF_019286515.1; 6010291; 170335; .43223 
GCF_019286695.1; 6111249; 171470; .43518 
GCF_019286635.1; 6074078; 170470; .43535 
GCF_019297755.1; 2181421; 57505; .58407 
GCF_019286755.1; 6114740; 171550; .43519 
GCF_019297775.1; 2495120; 57880; .46151 
GCF_019297795.1; 2397656; 56510; .40615 
GCF_019286855.1; 6108481; 171320; .43515 
GCF_019297815.1; 2207346; 55815; .64619 
GCF_019286955.1; 5730721; 160305; .42940 
GCF_019287035.1; 6031738; 171490; .43385 
GCF_019316745.1; 2260087; 55490; .53771 
GCF_019287095.1; 5816281; 164500; .43138 
GCF_019297855.1; 3712518; 97230; .35872 
GCF_019287195.1; 5818354; 164615; .43139 
GCF_019297835.1; 4482184; 111785; .34331 
GCF_019316905.1; 3284454; 82225; .30892 
GCF_019287315.1; 8493891; 193180; .28789 
GCF_019317005.1; 5730597; 160400; .42936 
GCF_019317025.1; 5733214; 161925; .43086 
GCF_019317065.1; 5992920; 170345; .43359 
GCF_019317045.1; 6159574; 174085; .43297 
GCF_019317085.1; 6159620; 174095; .43296 
GCF_019317125.1; 5797618; 164255; .43171 
GCF_019317105.1; 5700883; 161415; .43106 
GCF_019317185.1; 6035897; 171635; .43396 
GCF_019317165.1; 5832519; 165410; .43242 
GCF_019317145.1; 5782372; 163790; .43147 
GCF_019317225.1; 5731351; 160395; .42941 
GCF_019317205.1; 6112478; 171495; .43519 
GCF_019317325.1; 5044726; 122915; .63482 
GCF_019321805.1; 3443744; 88940; .55469 
GCF_019317245.1; 5733131; 162010; .43085 
GCF_019317265.1; 5878722; 166420; .43285 
GCF_019329245.1; 2801025; 75290; .67647 
GCF_019317285.1; 5989328; 133925; .61329 
GCF_019321785.1; 5562686; 151360; .54599 
GCF_019329365.1; 2801876; 75460; .67647 
GCF_019329325.1; 2801013; 75430; .67647 
GCF_019317345.1; 5947904; 147280; .32756 
GCF_019329405.1; 2802334; 75160; .67647 
GCF_019329505.1; 2803754; 75140; .67643 
GCF_019329425.1; 2851173; 77120; .67619 
GCF_019329525.1; 2794411; 74840; .67636 
GCF_019329545.1; 2814245; 75585; .67669 
GCF_019329565.1; 2801027; 75325; .67647 
GCF_019329585.1; 2801842; 75135; .67646 
GCF_019329625.1; 2714485; 73070; .67606 
GCF_019329605.1; 2801024; 75095; .67647 
GCF_019329665.1; 2886174; 78365; .67590 
GCF_019329645.1; 2823751; 76045; .67683 
GCF_019329725.1; 2794391; 74835; .67636 
GCF_019329745.1; 2903441; 77485; .67608 
GCF_019329685.1; 2794406; 75145; .67636 
GCF_019329705.1; 2794407; 74995; .67636 
GCF_019329785.1; 2807789; 75335; .67658 
GCF_019329765.1; 2800860; 75110; .67648 
GCF_019329805.1; 2794241; 74865; .67637 
GCF_019330045.1; 2800995; 75345; .67647 
GCF_019330125.1; 2801017; 75370; .67647 
GCF_019330105.1; 2812839; 76035; .67662 
GCF_019330165.1; 2801023; 75280; .67647 
GCF_019330145.1; 2823617; 76615; .67683 
GCF_019330185.1; 2820054; 75825; .67677 
GCF_019330205.1; 2794405; 74850; .67636 
GCF_019330225.1; 2801025; 75100; .67647 
GCF_019334145.1; 815267; 21035; .71083 
GCF_019330245.1; 2823627; 76190; .67684 
GCF_019332005.1; 2943093; 79615; .61686 
GCF_019331655.1; 4043544; 103730; .60573 
GCF_019331605.1; 4858147; 118230; .56620 
GCF_019334405.1; 3839280; 102430; .55759 
GCF_019334365.1; 3971827; 105880; .41656 
GCF_019334385.1; 4672785; 150915; .49188 
GCF_019334125.1; 6908115; 164105; .38618 
GCF_019334565.1; 1968908; 52630; .58476 
GCF_019334425.1; 5336535; 145420; .38764 
GCF_019334585.1; 2906544; 81200; .66747 
GCF_019334445.1; 5903879; 161140; .44662 
GCF_019334505.1; 4513028; 132160; .48568 
GCF_019334605.1; 1697166; 50410; .73234 
GCF_019330265.1; 9117911; 220775; .31556 
GCF_019334525.1; 4154417; 112890; .53575 
GCF_019334465.1; 6402076; 171015; .45663 
GCF_019334485.1; 6083540; 144990; .41883 
GCF_019334545.1; 5948359; 166940; .43346 
GCF_019334745.1; 2699859; 65210; .43570 
GCF_019334625.1; 5608914; 158055; .42958 
GCF_019334785.1; 2019897; 55265; .57911 
GCF_019334805.1; 2340157; 50180; .40579 
GCF_019334765.1; 2348447; 63440; .50913 
GCF_019334645.1; 4666134; 152310; .49241 
GCF_019334665.1; 4667802; 152620; .49246 
GCF_019334685.1; 4438265; 134675; .56486 
GCF_019342845.1; 1912658; 52090; .61159 
GCF_019342865.1; 1869455; 50605; .61180 
GCF_019334705.1; 5885062; 166605; .43293 
GCF_019342905.1; 1932998; 53300; .61220 
GCF_019342885.1; 1912935; 52180; .61163 
GCF_019342965.1; 1869409; 50600; .61179 
GCF_019342925.1; 1979606; 54895; .61231 
GCF_019342945.1; 1913249; 52085; .61164 
GCF_019339365.1; 5498033; 147545; .54581 
GCF_019334825.1; 5927385; 165105; .42968 
GCF_019339445.1; 5172126; 150465; .48226 
GCF_019339425.1; 5208551; 151820; .48242 
GCF_019339465.1; 5094972; 147225; .48204 
GCF_019339485.1; 4905954; 142170; .48171 
GCF_019343005.1; 1935024; 53295; .61227 
GCF_019342985.1; 1937574; 53355; .61232 
GCF_019343025.1; 1912927; 52090; .61167 
GCF_019343065.1; 1938268; 53380; .61227 
GCF_019343045.1; 1934438; 53190; .61220 
GCF_019343085.1; 1937531; 53395; .61231 
GCF_019343125.1; 2796274; 100105; .61363 
GCF_019343105.1; 3830061; 100195; .40168 
GCF_019343455.1; 3869199; 96925; .43001 
GCF_019343495.1; 3616311; 127325; .57222 
GCF_019343475.1; 4994280; 133800; .58230 
GCF_019355135.1; 3849174; 106350; .58399 
GCF_019355055.1; 4811992; 122045; .39558 
GCF_019355415.1; 5224846; 150130; .45039 
GCF_019355455.1; 5398956; 171095; .49343 
GCF_019344315.1; 5666620; 154930; .41027 
GCF_019355435.1; 6336479; 158005; .38756 
GCF_019355475.1; 5270098; 167500; .49440 
GCF_019355495.1; 5526906; 173375; .49232 
GCF_019355535.1; 6518414; 165300; .41823 
GCF_019356015.1; 2369296; 66205; .48766 
GCF_019355555.1; 6203686; 158580; .40250 
GCF_019355895.1; 5655710; 143925; .43074 
GCF_019355575.1; 6826673; 174940; .40513 
GCF_019355735.1; 6327299; 161385; .40358 
GCF_019355615.1; 6826852; 174955; .40513 
GCF_019356035.1; 5020633; 142735; .44989 
GCF_019355815.1; 6721191; 170455; .40474 
GCF_019356075.1; 4110532; 106570; .60666 
GCF_019356355.1; 2829161; 74200; .61583 
GCF_019356055.1; 4715193; 143535; .49232 
GCF_019356215.1; 4177683; 107880; .60827 
GCF_019356235.1; 4161728; 110440; .33209 
GCF_019357495.1; 1590759; 46685; .65151 
GCF_019357415.1; 3865259; 94285; .61573 
GCF_019357475.1; 1707926; 51390; .65278 
GCF_019356415.1; 4551451; 130460; .48752 
GCF_019357435.1; 5182734; 167105; .49465 
GCF_019357535.1; 2405809; 72935; .63294 
GCF_019357515.1; 2385191; 72010; .63160 
GCF_019357555.1; 2223146; 66170; .63091 
GCF_019357575.1; 2451573; 72495; .65419 
GCF_019357695.1; 2524184; 75105; .65717 
GCF_019357455.1; 7405115; 190225; .40729 
GCF_019378895.1; 2421975; 73335; .63330 
GCF_019375055.2; 5570575; 176195; .49561 
GCF_019380255.1; 1960118; 48270; .43053 
GCF_019396865.1; 913933; 30060; .72099 
GCF_019364615.1; 7047548; 185775; .34762 
GCF_019380275.1; 2275109; 68425; .47555 
GCF_019404925.1; 1111376; 27375; .58225 
GCF_019395145.1; 3919828; 105245; .34733 
GCF_019378915.1; 6488350; 165185; .33951 
GCF_019395165.1; 3840373; 102925; .34621 
GCF_019405085.1; 1107529; 27420; .58228 
GCF_019379355.1; 6929530; 179665; .34651 
GCF_019396925.1; 4253434; 159425; .53626 
GCF_019378875.1; 10116782; 244920; .33217 
GCF_019399915.1; 3352727; 85560; .55341 
GCF_019425695.1; 3298014; 82260; .55238 
GCF_019378935.1; 9096309; 203910; .29035 
GCF_019426245.1; 4908579; 143480; .47947 
GCF_019426265.1; 5522971; 171050; .49478 
GCF_019428465.1; 4950565; 145830; .48016 
GCF_019397265.1; 9300804; 233090; .28372 
GCF_019428485.1; 6172495; 175865; .42852 
GCF_019428525.1; 5240080; 164575; .49247 
GCF_019428505.1; 5468273; 155905; .45069 
GCF_019428545.1; 5107932; 160570; .49189 
GCF_019428565.1; 5298070; 165855; .49254 
GCF_019428585.1; 5315047; 166880; .49244 
GCF_019428625.1; 5162503; 164650; .49338 
GCF_019428645.1; 5258928; 166880; .49490 
GCF_019428605.1; 5403774; 168220; .49360 
GCF_019428665.1; 5061466; 161770; .49229 
GCF_019428705.1; 5897676; 190620; .49614 
GCF_019428725.1; 5485160; 173670; .49568 
GCF_019428745.1; 5798150; 180495; .49349 
GCF_019428765.1; 5881458; 183015; .49319 
GCF_019428785.1; 5393549; 171235; .49380 
GCF_019428685.1; 8506360; 199345; .37828 
GCF_019431145.1; 5053172; 161760; .49212 
GCF_019431165.1; 5406583; 167915; .49437 
GCF_019431245.1; 4914908; 129065; .35012 
GCF_019431205.1; 4793237; 145850; .49191 
GCF_019431185.1; 6045456; 187550; .49360 
GCF_019431335.1; 5360808; 170145; .49544 
GCF_019431315.1; 5234753; 165890; .49592 
GCF_019431295.1; 5818288; 188595; .49678 
GCF_019431355.1; 6134550; 153080; .47654 
GCF_019434075.1; 6961937; 178305; .34223 
GCF_019434095.1; 6505757; 168135; .33923 
GCF_019434215.1; 3752857; 103560; .71640 
GCF_019434135.1; 6458275; 167515; .33904 
GCF_019434175.1; 6293593; 163015; .33840 
GCF_019434155.1; 6262995; 161475; .33823 
GCF_019434275.1; 6041828; 173665; .43189 
GCF_019434255.1; 6067744; 174710; .43272 
GCF_019434335.1; 5387639; 123825; .35627 
GCF_019434315.1; 5486644; 127960; .35686 
GCF_019443265.1; 3905315; 99835; .42087 
GCF_019434235.1; 7176860; 185490; .34578 
GCF_019443285.1; 3491689; 93060; .41738 
GCF_019443305.1; 3758454; 97035; .53659 
GCF_019434295.1; 6064011; 174645; .43271 
GCF_019434355.1; 5746194; 134030; .35924 
GCF_019434375.1; 5089574; 161895; .49383 
GCF_019443405.1; 2988482; 80840; .32519 
GCF_019443325.1; 4166596; 107960; .32515 
GCF_019443365.1; 5168318; 163925; .49405 
GCF_019443425.1; 3980768; 101455; .34742 
GCF_019443465.1; 3596910; 90815; .29527 
GCF_019443445.1; 5592377; 134950; .37400 
GCF_019443525.1; 3394470; 91305; .32244 
GCF_019443485.1; 6222298; 150470; .35170 
GCF_019443505.1; 6712890; 166520; .38228 
GCF_019443545.1; 5874485; 169190; .43175 
GCF_019443725.1; 4252542; 118260; .56376 
GCF_019443705.1; 4887111; 138595; .46378 
GCF_019443605.1; 5323085; 167660; .49387 
GCF_019443565.1; 5971246; 168210; .43424 
GCF_019443685.1; 5235426; 165055; .49360 
GCF_019443585.1; 5990144; 172130; .43300 
GCF_019443745.1; 5380856; 143000; .26902 
GCF_019443765.1; 4917611; 116340; .59936 
GCF_019443665.1; 6871846; 178905; .34359 
GCF_019443785.1; 4309800; 116055; .60293 
GCF_019443925.1; 2051714; 59505; .62714 
GCF_019443825.1; 5189705; 140420; .41981 
GCF_019443845.1; 4846372; 137680; .44291 
GCF_019443805.1; 5320991; 143010; .42056 
GCF_019443965.1; 3111549; 79395; .40188 
GCF_019448175.1; 2095215; 55970; .57580 
GCF_019448315.1; 1906662; 52100; .61211 
GCF_019448235.1; 3654669; 97455; .28998 
GCF_019444095.1; 5049007; 129940; .46412 
GCF_019448195.1; 3873786; 100500; .29607 
GCF_019448255.1; 2923586; 79380; .35476 
GCF_019444195.1; 6219655; 180320; .43315 
GCF_019444635.1; 6070451; 173845; .43345 
GCF_019453995.1; 1966086; 61510; .63489 
GCF_019449395.1; 4131569; 113455; .53641 
GCF_019454385.1; 2090955; 59415; .60030 
GCF_019448355.1; 6708552; 161930; .35847 
GCF_019456575.1; 2655556; 69205; .61531 
GCF_019456555.1; 2663014; 69315; .61531 
GCF_019454065.1; 6212043; 147925; .54296 
GCF_019455345.1; 5746131; 161605; .43263 
GCF_019454085.1; 6107823; 143030; .54179 
GCF_019456615.1; 2080942; 59410; .60030 
GCF_019456595.1; 2659292; 69205; .61529 
GCF_019454345.1; 5746915; 160415; .42822 
GCF_019456655.1; 6148467; 153835; .32555 
GCF_019457435.1; 4954366; 119855; .51898 
GCF_019457455.1; 4438181; 109855; .46009 
GCF_019456695.2; 6105333; 153745; .34846 
GCF_019457475.1; 4236993; 101745; .53340 
GCF_019456675.1; 6245893; 160765; .33967 
GCF_019457495.1; 4626583; 112235; .46229 
GCF_019457515.1; 4431673; 109165; .54967 
GCF_019457535.1; 4778097; 115090; .46577 
GCF_019457595.1; 4477955; 109920; .55418 
GCF_019457555.1; 4735312; 114475; .46410 
GCF_019457575.1; 4639551; 112225; .46309 
GCF_019458445.1; 4158272; 109030; .52421 
GCF_019457715.1; 4336401; 112125; .60757 
GCF_019457615.1; 4626704; 114180; .46382 
GCF_019457655.1; 4693191; 113700; .46289 
GCF_019457635.1; 4830665; 115600; .51752 
GCF_019458465.1; 4383400; 114640; .52373 
GCF_019458485.1; 4155012; 107820; .60564 
GCF_019464575.1; 1465056; 40810; .71254 
GCF_019464375.1; 4186022; 120125; .31939 
GCF_019464335.1; 4277767; 148905; .56261 
GCF_019464495.1; 3494097; 86080; .35614 
GCF_019458525.1; 5310018; 152230; .45637 
GCF_019464455.1; 3561211; 89505; .48442 
GCF_019464415.1; 6321739; 156285; .39734 
GCF_019464535.1; 4428204; 97580; .36044 
GCF_019464555.1; 3908250; 110000; .53773 
GCF_019464595.1; 3994219; 108355; .53263 
GCF_019469165.1; 2464607; 66740; .64554 
GCF_019464635.1; 4868718; 125525; .46448 
GCF_019469225.1; 2372215; 57115; .68702 
GCF_019469185.1; 2822893; 74985; .64792 
GCF_019469205.1; 2879851; 74230; .62501 
GCF_019469245.1; 2354503; 57050; .68793 
GCF_019469325.1; 1983142; 52650; .62232 
GCF_019466095.1; 6652286; 171530; .34063 
GCF_019469265.1; 2242820; 57820; .61832 
GCF_019466035.1; 7127078; 174695; .36966 
GCF_019466145.1; 6541905; 167880; .33934 
GCF_019469365.1; 2204851; 55960; .61880 
GCF_019469345.1; 2353598; 62600; .62367 
GCF_019469425.1; 2289550; 52080; .40064 
GCF_019469465.1; 3156640; 79345; .54966 
GCF_019469505.1; 1941510; 58155; .67410 
GCF_019469545.1; 1938301; 58275; .67404 
GCF_019468565.1; 10587729; 265205; .28759 
GCF_019469525.1; 1941075; 58205; .67410 
GCF_019469565.1; 1940104; 56405; .67308 
GCF_019469485.1; 5051470; 147390; .47964 
GCF_019504365.1; 3110429; 77260; .45895 
GCF_019550945.1; 3030186; 84145; .66642 
GCF_019550875.1; 2866889; 79085; .66727 
GCF_019504385.1; 4403785; 118960; .36889 
GCF_019504425.1; 3863807; 102945; .52330 
GCF_019551095.1; 3047059; 84780; .66688 
GCF_019551035.1; 2976620; 82575; .66663 
GCF_019550795.1; 6253414; 157625; .49885 
GCF_019551175.1; 3062865; 85670; .66856 
GCF_019551315.1; 2976529; 82660; .66664 
GCF_019551355.1; 2829729; 77515; .66768 
GCF_019551235.1; 3020857; 84420; .66803 
GCF_019551475.1; 2798389; 65885; .52251 
GCF_019551375.1; 2990879; 82970; .66731 
GCF_019551415.1; 3011429; 84475; .66709 
GCF_019551735.1; 3256508; 80895; .45978 
GCF_019551675.1; 4089959; 111480; .53360 
GCF_019551945.1; 2344292; 60470; .72180 
GCF_019552005.1; 2103868; 54225; .72221 
GCF_019552045.1; 2589372; 67640; .72561 
GCF_019551815.1; 4810739; 156645; .49233 
GCF_019551835.1; 4855751; 158385; .49254 
GCF_019552105.1; 2325273; 59380; .72404 
GCF_019552085.1; 2578033; 65205; .72211 
GCF_019552065.1; 2611025; 67805; .72431 
GCF_019551855.1; 4875179; 159100; .49225 
GCF_019552165.1; 2227937; 56175; .64557 
GCF_019552145.1; 2325971; 59720; .64578 
GCF_019552125.1; 2553266; 65990; .72370 
GCF_019552185.1; 2229901; 77465; .64625 
GCF_019552205.1; 2514742; 68265; .64435 
GCF_019552325.1; 2531163; 68155; .64505 
GCF_019552405.1; 862711; 22970; .69730 
GCF_019552345.1; 2092532; 57705; .64198 
GCF_019575995.1; 1580772; 56145; .63114 
GCF_019565455.1; 3628505; 103820; .69122 
GCF_019576055.1; 1637290; 43200; .62698 
GCF_019575955.1; 2766941; 118155; .34319 
GCF_019576095.1; 1992128; 44475; .39767 
GCF_019576155.1; 2592671; 70090; .55448 
GCF_019597925.1; 4040381; 104130; .52327 
GCF_019599045.1; 3702569; 98110; .34380 
GCF_019599005.1; 5804242; 141970; .40635 
GCF_019599025.1; 5513522; 137855; .38416 
GCF_019581175.1; 7729754; 175430; .28115 
GCF_019599065.1; 4626064; 151925; .49278 
GCF_019598965.1; 7580743; 182520; .27097 
GCF_019599085.1; 5189697; 125420; .53596 
GCF_019599105.1; 4186915; 143820; .55971 
GCF_019599125.1; 4495814; 110465; .55472 
GCF_019602835.1; 4097536; 105955; .33937 
GCF_019603315.1; 3853118; 95680; .41125 
GCF_019613795.1; 2793223; 69975; .62564 
GCF_019603375.1; 2931509; 80790; .66700 
GCF_019603335.1; 4025004; 109385; .53413 
GCF_019614295.1; 1475607; 42335; .52849 
GCF_019614475.1; 1850020; 51995; .62511 
GCF_019603355.1; 3825215; 110225; .55166 
GCF_019613955.1; 3556236; 90135; .64470 
GCF_019602855.1; 7737384; 192610; .36058 
GCF_019599145.1; 10813116; 243875; .29636 
GCF_019614825.1; 5068055; 160460; .49403 
GCF_019623905.1; 4502271; 118175; .33819 
GCF_019645935.1; 2725481; 72505; .34272 
GCF_019645795.1; 4783380; 159505; .49307 
GCF_019614655.1; 6881370; 164840; .41129 
GCF_019645855.1; 5452857; 134510; .33428 
GCF_019645835.1; 5764308; 142940; .33185 
GCF_019645915.1; 4893366; 145605; .47950 
GCF_019645875.1; 6238892; 155125; .33841 
GCF_019646015.1; 4661052; 153015; .49329 
GCF_019653615.1; 2977170; 83605; .66721 
GCF_019645995.1; 4779942; 156735; .49327 
GCF_019645955.1; 4968468; 142690; .46643 
GCF_019665805.1; 1521114; 41965; .65194 
GCF_019645975.1; 5340710; 165650; .49586 
GCF_019668505.1; 928821; 33610; .70607 
GCF_019665765.1; 3646615; 96605; .51886 
GCF_019668525.1; 929036; 24905; .70611 
GCF_019668565.1; 928707; 24785; .70611 
GCF_019668545.1; 928337; 24860; .70610 
GCF_019646095.1; 6049481; 147910; .35680 
GCF_019668485.1; 2952474; 81615; .38347 
GCF_019665785.1; 3664538; 98310; .51819 
GCF_019668605.1; 929103; 24980; .70611 
GCF_019668585.1; 927826; 24845; .70609 
GCF_019668625.1; 928632; 24830; .70609 
GCF_019668645.1; 928520; 24805; .70606 
GCF_019668665.1; 928667; 24845; .70608 
GCF_019668685.1; 928939; 24885; .70612 
GCF_019668705.1; 928321; 24895; .70611 
GCF_019668925.1; 928491; 24865; .70603 
GCF_019668825.1; 928765; 24945; .70610 
GCF_019669005.1; 928367; 25005; .70606 
GCF_019669025.1; 927356; 24770; .70633 
GCF_019669085.1; 937638; 24580; .71726 
GCF_019669165.1; 2928875; 80585; .66628 
GCF_019669345.1; 2883441; 78805; .66666 
GCF_019669245.1; 2924779; 80420; .66633 
GCF_019669385.1; 2846556; 78015; .66640 
GCF_019669985.1; 4119296; 104190; .37076 
GCF_019669905.1; 5229962; 130445; .44010 
GCF_019670005.1; 5329496; 136250; .36883 
GCF_019670025.1; 5363076; 137505; .55953 
GCF_019670145.1; 5119901; 150560; .47905 
GCF_019670125.1; 4804640; 125390; .55441 
GCF_019670105.1; 4912063; 125560; .55616 
GCF_019670185.1; 5081237; 148940; .47874 
GCF_019670165.1; 5123754; 150390; .47877 
GCF_019670205.1; 5092807; 149395; .47909 
GCF_019670245.1; 5116118; 150155; .47888 
GCF_019670225.1; 5049625; 147905; .47838 
GCF_019670265.1; 5039848; 147550; .47852 
GCF_019670285.1; 5182400; 152550; .47846 
GCF_019670305.1; 5140623; 151375; .47880 
GCF_019670325.1; 5235825; 152975; .48124 
GCF_019670365.1; 5247293; 153270; .48078 
GCF_019670345.1; 5182402; 152510; .47846 
GCF_019670505.1; 1631651; 44895; .60939 
GCF_019670405.1; 5133302; 150860; .47876 
